zipcode,state_abbrev,county,state_name
7039,NJ,Essex,New Jersey
7040,NJ,Essex,New Jersey
7041,NJ,Essex,New Jersey
7042,NJ,Essex,New Jersey
7043,NJ,Essex,New Jersey
7044,NJ,Essex,New Jersey
7045,NJ,Morris,New Jersey
7046,NJ,Morris,New Jersey
7047,NJ,Hudson,New Jersey
7050,NJ,Essex,New Jersey
7051,NJ,Essex,New Jersey
7052,NJ,Essex,New Jersey
7054,NJ,Morris,New Jersey
7055,NJ,Passaic,New Jersey
7057,NJ,Bergen,New Jersey
7058,NJ,Morris,New Jersey
7059,NJ,Somerset,New Jersey
7060,NJ,Union,New Jersey
7061,NJ,Union,New Jersey
7062,NJ,Union,New Jersey
7063,NJ,Union,New Jersey
7064,NJ,Middlesex,New Jersey
7065,NJ,Union,New Jersey
7066,NJ,Union,New Jersey
7067,NJ,Middlesex,New Jersey
7068,NJ,Essex,New Jersey
7069,NJ,Somerset,New Jersey
7070,NJ,Bergen,New Jersey
7071,NJ,Bergen,New Jersey
7072,NJ,Bergen,New Jersey
7073,NJ,Bergen,New Jersey
7074,NJ,Bergen,New Jersey
7076,NJ,Union,New Jersey
7077,NJ,Middlesex,New Jersey
7078,NJ,Essex,New Jersey
7079,NJ,Essex,New Jersey
7080,NJ,Middlesex,New Jersey
7081,NJ,Union,New Jersey
7082,NJ,Morris,New Jersey
7083,NJ,Union,New Jersey
7086,NJ,Hudson,New Jersey
7087,NJ,Hudson,New Jersey
7088,NJ,Union,New Jersey
7090,NJ,Union,New Jersey
7091,NJ,Union,New Jersey
7092,NJ,Union,New Jersey
7093,NJ,Hudson,New Jersey
7094,NJ,Hudson,New Jersey
7095,NJ,Middlesex,New Jersey
7096,NJ,Hudson,New Jersey
7097,NJ,Hudson,New Jersey
7099,NJ,Hudson,New Jersey
7101,NJ,Essex,New Jersey
7102,NJ,Essex,New Jersey
7103,NJ,Essex,New Jersey
7104,NJ,Essex,New Jersey
7105,NJ,Essex,New Jersey
7106,NJ,Essex,New Jersey
7107,NJ,Essex,New Jersey
7108,NJ,Essex,New Jersey
7109,NJ,Essex,New Jersey
7110,NJ,Essex,New Jersey
7111,NJ,Essex,New Jersey
7112,NJ,Essex,New Jersey
7114,NJ,Essex,New Jersey
7175,NJ,Essex,New Jersey
7182,NJ,Essex,New Jersey
7184,NJ,Essex,New Jersey
7188,NJ,Essex,New Jersey
7189,NJ,Essex,New Jersey
7191,NJ,Essex,New Jersey
7192,NJ,Essex,New Jersey
7193,NJ,Essex,New Jersey
7194,NJ,Essex,New Jersey
7195,NJ,Essex,New Jersey
7198,NJ,Essex,New Jersey
7199,NJ,Essex,New Jersey
7201,NJ,Union,New Jersey
7202,NJ,Union,New Jersey
7203,NJ,Union,New Jersey
7204,NJ,Union,New Jersey
7205,NJ,Union,New Jersey
7206,NJ,Union,New Jersey
7207,NJ,Union,New Jersey
7208,NJ,Union,New Jersey
7302,NJ,Hudson,New Jersey
7303,NJ,Hudson,New Jersey
7304,NJ,Hudson,New Jersey
7305,NJ,Hudson,New Jersey
7306,NJ,Hudson,New Jersey
7307,NJ,Hudson,New Jersey
7308,NJ,Hudson,New Jersey
7309,NJ,Hudson,New Jersey
7310,NJ,Hudson,New Jersey
7311,NJ,Hudson,New Jersey
7395,NJ,Hudson,New Jersey
7399,NJ,Hudson,New Jersey
7401,NJ,Bergen,New Jersey
7403,NJ,Passaic,New Jersey
7405,NJ,Morris,New Jersey
7407,NJ,Bergen,New Jersey
7410,NJ,Bergen,New Jersey
7416,NJ,Sussex,New Jersey
7417,NJ,Bergen,New Jersey
7418,NJ,Sussex,New Jersey
7419,NJ,Sussex,New Jersey
7420,NJ,Passaic,New Jersey
7421,NJ,Passaic,New Jersey
7422,NJ,Sussex,New Jersey
7423,NJ,Bergen,New Jersey
7424,NJ,Passaic,New Jersey
7428,NJ,Sussex,New Jersey
7430,NJ,Bergen,New Jersey
7432,NJ,Bergen,New Jersey
7435,NJ,Morris,New Jersey
7436,NJ,Bergen,New Jersey
7438,NJ,Morris,New Jersey
7439,NJ,Sussex,New Jersey
7440,NJ,Morris,New Jersey
7442,NJ,Passaic,New Jersey
7444,NJ,Morris,New Jersey
7446,NJ,Bergen,New Jersey
7450,NJ,Bergen,New Jersey
7451,NJ,Bergen,New Jersey
7452,NJ,Bergen,New Jersey
7456,NJ,Passaic,New Jersey
7457,NJ,Morris,New Jersey
7458,NJ,Bergen,New Jersey
7460,NJ,Sussex,New Jersey
7461,NJ,Sussex,New Jersey
7462,NJ,Sussex,New Jersey
7463,NJ,Bergen,New Jersey
7465,NJ,Passaic,New Jersey
7470,NJ,Passaic,New Jersey
7474,NJ,Passaic,New Jersey
7477,NJ,Passaic,New Jersey
7480,NJ,Passaic,New Jersey
7481,NJ,Bergen,New Jersey
7495,NJ,Bergen,New Jersey
7501,NJ,Passaic,New Jersey
7502,NJ,Passaic,New Jersey
7503,NJ,Passaic,New Jersey
7504,NJ,Passaic,New Jersey
7505,NJ,Passaic,New Jersey
7506,NJ,Passaic,New Jersey
7507,NJ,Passaic,New Jersey
7508,NJ,Passaic,New Jersey
7509,NJ,Passaic,New Jersey
7510,NJ,Passaic,New Jersey
7511,NJ,Passaic,New Jersey
7512,NJ,Passaic,New Jersey
7513,NJ,Passaic,New Jersey
7514,NJ,Passaic,New Jersey
7522,NJ,Passaic,New Jersey
7524,NJ,Passaic,New Jersey
7533,NJ,Passaic,New Jersey
7538,NJ,Passaic,New Jersey
7543,NJ,Passaic,New Jersey
7544,NJ,Passaic,New Jersey
7601,NJ,Bergen,New Jersey
7602,NJ,Bergen,New Jersey
7603,NJ,Bergen,New Jersey
7604,NJ,Bergen,New Jersey
7605,NJ,Bergen,New Jersey
7606,NJ,Bergen,New Jersey
7607,NJ,Bergen,New Jersey
7608,NJ,Bergen,New Jersey
7620,NJ,Bergen,New Jersey
7621,NJ,Bergen,New Jersey
7624,NJ,Bergen,New Jersey
7626,NJ,Bergen,New Jersey
7627,NJ,Bergen,New Jersey
7628,NJ,Bergen,New Jersey
7630,NJ,Bergen,New Jersey
7631,NJ,Bergen,New Jersey
7632,NJ,Bergen,New Jersey
7640,NJ,Bergen,New Jersey
7641,NJ,Bergen,New Jersey
7642,NJ,Bergen,New Jersey
7643,NJ,Bergen,New Jersey
7644,NJ,Bergen,New Jersey
7645,NJ,Bergen,New Jersey
7646,NJ,Bergen,New Jersey
7647,NJ,Bergen,New Jersey
7648,NJ,Bergen,New Jersey
7649,NJ,Bergen,New Jersey
7650,NJ,Bergen,New Jersey
7652,NJ,Bergen,New Jersey
7653,NJ,Bergen,New Jersey
7656,NJ,Bergen,New Jersey
7657,NJ,Bergen,New Jersey
7660,NJ,Bergen,New Jersey
7661,NJ,Bergen,New Jersey
7662,NJ,Bergen,New Jersey
7663,NJ,Bergen,New Jersey
7666,NJ,Bergen,New Jersey
7670,NJ,Bergen,New Jersey
7675,NJ,Bergen,New Jersey
7676,NJ,Bergen,New Jersey
7677,NJ,Bergen,New Jersey
7699,NJ,Bergen,New Jersey
7701,NJ,Monmouth,New Jersey
7702,NJ,Monmouth,New Jersey
7703,NJ,Monmouth,New Jersey
7704,NJ,Monmouth,New Jersey
7709,NJ,Monmouth,New Jersey
7710,NJ,Monmouth,New Jersey
7711,NJ,Monmouth,New Jersey
7712,NJ,Monmouth,New Jersey
7715,NJ,Monmouth,New Jersey
7716,NJ,Monmouth,New Jersey
7717,NJ,Monmouth,New Jersey
7718,NJ,Monmouth,New Jersey
7719,NJ,Monmouth,New Jersey
7720,NJ,Monmouth,New Jersey
7721,NJ,Monmouth,New Jersey
7722,NJ,Monmouth,New Jersey
7723,NJ,Monmouth,New Jersey
7724,NJ,Monmouth,New Jersey
7726,NJ,Monmouth,New Jersey
7727,NJ,Monmouth,New Jersey
7728,NJ,Monmouth,New Jersey
7730,NJ,Monmouth,New Jersey
7731,NJ,Monmouth,New Jersey
7732,NJ,Monmouth,New Jersey
7733,NJ,Monmouth,New Jersey
7734,NJ,Monmouth,New Jersey
7735,NJ,Monmouth,New Jersey
7737,NJ,Monmouth,New Jersey
7738,NJ,Monmouth,New Jersey
7739,NJ,Monmouth,New Jersey
7740,NJ,Monmouth,New Jersey
7746,NJ,Monmouth,New Jersey
7747,NJ,Monmouth,New Jersey
7748,NJ,Monmouth,New Jersey
7750,NJ,Monmouth,New Jersey
7751,NJ,Monmouth,New Jersey
7752,NJ,Monmouth,New Jersey
7753,NJ,Monmouth,New Jersey
7754,NJ,Monmouth,New Jersey
7755,NJ,Monmouth,New Jersey
7756,NJ,Monmouth,New Jersey
7757,NJ,Monmouth,New Jersey
7758,NJ,Monmouth,New Jersey
7760,NJ,Monmouth,New Jersey
7762,NJ,Monmouth,New Jersey
7763,NJ,Monmouth,New Jersey
7764,NJ,Monmouth,New Jersey
7765,NJ,Monmouth,New Jersey
7799,NJ,Monmouth,New Jersey
7801,NJ,Morris,New Jersey
7802,NJ,Morris,New Jersey
7803,NJ,Morris,New Jersey
7806,NJ,Morris,New Jersey
7820,NJ,Warren,New Jersey
7821,NJ,Sussex,New Jersey
7822,NJ,Sussex,New Jersey
7823,NJ,Warren,New Jersey
7825,NJ,Warren,New Jersey
7826,NJ,Sussex,New Jersey
7827,NJ,Sussex,New Jersey
7828,NJ,Morris,New Jersey
7829,NJ,Warren,New Jersey
7830,NJ,Hunterdon,New Jersey
7831,NJ,Hunterdon,New Jersey
7832,NJ,Warren,New Jersey
7833,NJ,Warren,New Jersey
7834,NJ,Morris,New Jersey
7836,NJ,Morris,New Jersey
7837,NJ,Sussex,New Jersey
7838,NJ,Warren,New Jersey
7839,NJ,Sussex,New Jersey
7840,NJ,Warren,New Jersey
7842,NJ,Morris,New Jersey
7843,NJ,Sussex,New Jersey
7844,NJ,Warren,New Jersey
7845,NJ,Morris,New Jersey
7846,NJ,Warren,New Jersey
7847,NJ,Morris,New Jersey
7848,NJ,Sussex,New Jersey
7849,NJ,Morris,New Jersey
7850,NJ,Morris,New Jersey
7851,NJ,Sussex,New Jersey
7852,NJ,Morris,New Jersey
7853,NJ,Morris,New Jersey
7855,NJ,Sussex,New Jersey
7856,NJ,Morris,New Jersey
7857,NJ,Morris,New Jersey
7860,NJ,Sussex,New Jersey
7863,NJ,Warren,New Jersey
7865,NJ,Hunterdon,New Jersey
7866,NJ,Morris,New Jersey
7869,NJ,Morris,New Jersey
7870,NJ,Morris,New Jersey
7871,NJ,Sussex,New Jersey
7874,NJ,Sussex,New Jersey
7875,NJ,Sussex,New Jersey
7876,NJ,Morris,New Jersey
7877,NJ,Sussex,New Jersey
7878,NJ,Morris,New Jersey
7879,NJ,Sussex,New Jersey
7880,NJ,Warren,New Jersey
7881,NJ,Sussex,New Jersey
7882,NJ,Warren,New Jersey
7885,NJ,Morris,New Jersey
7890,NJ,Sussex,New Jersey
7901,NJ,Union,New Jersey
7902,NJ,Union,New Jersey
7920,NJ,Somerset,New Jersey
7921,NJ,Somerset,New Jersey
7922,NJ,Union,New Jersey
7924,NJ,Somerset,New Jersey
7926,NJ,Morris,New Jersey
7927,NJ,Morris,New Jersey
7928,NJ,Morris,New Jersey
7930,NJ,Morris,New Jersey
7931,NJ,Somerset,New Jersey
7932,NJ,Morris,New Jersey
7933,NJ,Morris,New Jersey
7934,NJ,Somerset,New Jersey
7935,NJ,Morris,New Jersey
7936,NJ,Morris,New Jersey
7938,NJ,Somerset,New Jersey
7939,NJ,Somerset,New Jersey
7940,NJ,Morris,New Jersey
7945,NJ,Morris,New Jersey
7946,NJ,Morris,New Jersey
7950,NJ,Morris,New Jersey
7960,NJ,Morris,New Jersey
7961,NJ,Morris,New Jersey
7962,NJ,Morris,New Jersey
7963,NJ,Morris,New Jersey
7970,NJ,Morris,New Jersey
7974,NJ,Union,New Jersey
7976,NJ,Morris,New Jersey
7977,NJ,Somerset,New Jersey
7978,NJ,Somerset,New Jersey
7979,NJ,Hunterdon,New Jersey
7980,NJ,Morris,New Jersey
7981,NJ,Morris,New Jersey
7983,NJ,Morris,New Jersey
7999,NJ,Morris,New Jersey
8001,NJ,Salem,New Jersey
8002,NJ,Camden,New Jersey
8003,NJ,Camden,New Jersey
8004,NJ,Camden,New Jersey
8005,NJ,Ocean,New Jersey
8006,NJ,Ocean,New Jersey
8007,NJ,Camden,New Jersey
8008,NJ,Ocean,New Jersey
8009,NJ,Camden,New Jersey
8010,NJ,Burlington,New Jersey
8011,NJ,Burlington,New Jersey
8012,NJ,Camden,New Jersey
8014,NJ,Gloucester,New Jersey
8015,NJ,Burlington,New Jersey
8016,NJ,Burlington,New Jersey
8018,NJ,Camden,New Jersey
8019,NJ,Burlington,New Jersey
8020,NJ,Gloucester,New Jersey
8021,NJ,Camden,New Jersey
8022,NJ,Burlington,New Jersey
8023,NJ,Salem,New Jersey
8025,NJ,Gloucester,New Jersey
8026,NJ,Camden,New Jersey
8027,NJ,Gloucester,New Jersey
8028,NJ,Gloucester,New Jersey
8029,NJ,Camden,New Jersey
8030,NJ,Camden,New Jersey
8031,NJ,Camden,New Jersey
8032,NJ,Gloucester,New Jersey
8033,NJ,Camden,New Jersey
8034,NJ,Camden,New Jersey
8035,NJ,Camden,New Jersey
8036,NJ,Burlington,New Jersey
8037,NJ,Atlantic,New Jersey
8038,NJ,Salem,New Jersey
8039,NJ,Gloucester,New Jersey
8041,NJ,Burlington,New Jersey
8042,NJ,Burlington,New Jersey
8043,NJ,Camden,New Jersey
8045,NJ,Camden,New Jersey
8046,NJ,Burlington,New Jersey
8048,NJ,Burlington,New Jersey
8049,NJ,Camden,New Jersey
8050,NJ,Ocean,New Jersey
8051,NJ,Gloucester,New Jersey
8052,NJ,Burlington,New Jersey
8053,NJ,Burlington,New Jersey
8054,NJ,Burlington,New Jersey
8055,NJ,Burlington,New Jersey
8056,NJ,Gloucester,New Jersey
8057,NJ,Burlington,New Jersey
8059,NJ,Camden,New Jersey
8060,NJ,Burlington,New Jersey
8061,NJ,Gloucester,New Jersey
8062,NJ,Gloucester,New Jersey
8063,NJ,Gloucester,New Jersey
8064,NJ,Burlington,New Jersey
8065,NJ,Burlington,New Jersey
8066,NJ,Gloucester,New Jersey
8067,NJ,Salem,New Jersey
8068,NJ,Burlington,New Jersey
8069,NJ,Salem,New Jersey
8070,NJ,Salem,New Jersey
8071,NJ,Gloucester,New Jersey
8072,NJ,Salem,New Jersey
8073,NJ,Burlington,New Jersey
8074,NJ,Gloucester,New Jersey
8075,NJ,Burlington,New Jersey
8076,NJ,Burlington,New Jersey
8077,NJ,Burlington,New Jersey
8078,NJ,Camden,New Jersey
8079,NJ,Salem,New Jersey
8080,NJ,Gloucester,New Jersey
8081,NJ,Camden,New Jersey
8083,NJ,Camden,New Jersey
8084,NJ,Camden,New Jersey
8085,NJ,Gloucester,New Jersey
8086,NJ,Gloucester,New Jersey
8087,NJ,Ocean,New Jersey
8088,NJ,Burlington,New Jersey
8089,NJ,Camden,New Jersey
8090,NJ,Gloucester,New Jersey
8091,NJ,Camden,New Jersey
8092,NJ,Ocean,New Jersey
8093,NJ,Gloucester,New Jersey
8094,NJ,Gloucester,New Jersey
8095,NJ,Camden,New Jersey
8096,NJ,Gloucester,New Jersey
8097,NJ,Gloucester,New Jersey
8098,NJ,Salem,New Jersey
8099,NJ,Camden,New Jersey
8101,NJ,Camden,New Jersey
8102,NJ,Camden,New Jersey
8103,NJ,Camden,New Jersey
8104,NJ,Camden,New Jersey
8105,NJ,Camden,New Jersey
8106,NJ,Camden,New Jersey
8107,NJ,Camden,New Jersey
8108,NJ,Camden,New Jersey
8109,NJ,Camden,New Jersey
8110,NJ,Camden,New Jersey
8201,NJ,Atlantic,New Jersey
8202,NJ,Cape May,New Jersey
8203,NJ,Atlantic,New Jersey
8204,NJ,Cape May,New Jersey
8205,NJ,Atlantic,New Jersey
8210,NJ,Cape May,New Jersey
8212,NJ,Cape May,New Jersey
8213,NJ,Atlantic,New Jersey
8214,NJ,Cape May,New Jersey
8215,NJ,Atlantic,New Jersey
8217,NJ,Atlantic,New Jersey
8218,NJ,Cape May,New Jersey
8219,NJ,Cape May,New Jersey
8220,NJ,Atlantic,New Jersey
8221,NJ,Atlantic,New Jersey
8223,NJ,Cape May,New Jersey
8224,NJ,Burlington,New Jersey
8225,NJ,Atlantic,New Jersey
8226,NJ,Cape May,New Jersey
8230,NJ,Cape May,New Jersey
8231,NJ,Atlantic,New Jersey
8232,NJ,Atlantic,New Jersey
8234,NJ,Atlantic,New Jersey
8240,NJ,Atlantic,New Jersey
8241,NJ,Atlantic,New Jersey
8242,NJ,Cape May,New Jersey
8243,NJ,Cape May,New Jersey
8244,NJ,Atlantic,New Jersey
8245,NJ,Cape May,New Jersey
8246,NJ,Cape May,New Jersey
8247,NJ,Cape May,New Jersey
8248,NJ,Cape May,New Jersey
8250,NJ,Cape May,New Jersey
8251,NJ,Cape May,New Jersey
8252,NJ,Cape May,New Jersey
8260,NJ,Cape May,New Jersey
8270,NJ,Cape May,New Jersey
8302,NJ,Cumberland,New Jersey
8310,NJ,Atlantic,New Jersey
8311,NJ,Cumberland,New Jersey
8312,NJ,Gloucester,New Jersey
8313,NJ,Cumberland,New Jersey
8314,NJ,Cumberland,New Jersey
8315,NJ,Cumberland,New Jersey
8316,NJ,Cumberland,New Jersey
8317,NJ,Atlantic,New Jersey
8318,NJ,Salem,New Jersey
8319,NJ,Atlantic,New Jersey
8320,NJ,Cumberland,New Jersey
8321,NJ,Cumberland,New Jersey
8322,NJ,Gloucester,New Jersey
8323,NJ,Cumberland,New Jersey
8324,NJ,Cumberland,New Jersey
8326,NJ,Atlantic,New Jersey
8327,NJ,Cumberland,New Jersey
8328,NJ,Gloucester,New Jersey
8329,NJ,Cumberland,New Jersey
8330,NJ,Atlantic,New Jersey
8332,NJ,Cumberland,New Jersey
8340,NJ,Atlantic,New Jersey
8341,NJ,Atlantic,New Jersey
8342,NJ,Atlantic,New Jersey
8343,NJ,Gloucester,New Jersey
8344,NJ,Gloucester,New Jersey
8345,NJ,Cumberland,New Jersey
8346,NJ,Atlantic,New Jersey
8347,NJ,Salem,New Jersey
8348,NJ,Cumberland,New Jersey
8349,NJ,Cumberland,New Jersey
8350,NJ,Atlantic,New Jersey
8352,NJ,Cumberland,New Jersey
8353,NJ,Cumberland,New Jersey
8360,NJ,Cumberland,New Jersey
8361,NJ,Cumberland,New Jersey
8362,NJ,Cumberland,New Jersey
8401,NJ,Atlantic,New Jersey
8402,NJ,Atlantic,New Jersey
8403,NJ,Atlantic,New Jersey
8404,NJ,Atlantic,New Jersey
8405,NJ,Atlantic,New Jersey
8406,NJ,Atlantic,New Jersey
8501,NJ,Monmouth,New Jersey
8502,NJ,Somerset,New Jersey
8504,NJ,Somerset,New Jersey
8505,NJ,Burlington,New Jersey
8510,NJ,Monmouth,New Jersey
8511,NJ,Burlington,New Jersey
8512,NJ,Middlesex,New Jersey
8514,NJ,Monmouth,New Jersey
8515,NJ,Burlington,New Jersey
8518,NJ,Burlington,New Jersey
8520,NJ,Mercer,New Jersey
8525,NJ,Mercer,New Jersey
8526,NJ,Monmouth,New Jersey
8527,NJ,Ocean,New Jersey
8528,NJ,Somerset,New Jersey
8530,NJ,Hunterdon,New Jersey
8533,NJ,Ocean,New Jersey
8534,NJ,Mercer,New Jersey
8535,NJ,Monmouth,New Jersey
8536,NJ,Middlesex,New Jersey
8540,NJ,Mercer,New Jersey
8541,NJ,Mercer,New Jersey
8542,NJ,Mercer,New Jersey
8543,NJ,Mercer,New Jersey
8544,NJ,Mercer,New Jersey
8550,NJ,Mercer,New Jersey
8551,NJ,Hunterdon,New Jersey
8553,NJ,Somerset,New Jersey
8554,NJ,Burlington,New Jersey
8555,NJ,Monmouth,New Jersey
8556,NJ,Hunterdon,New Jersey
8557,NJ,Hunterdon,New Jersey
8558,NJ,Somerset,New Jersey
8559,NJ,Hunterdon,New Jersey
8560,NJ,Mercer,New Jersey
8561,NJ,Mercer,New Jersey
8562,NJ,Burlington,New Jersey
8601,NJ,Mercer,New Jersey
8602,NJ,Mercer,New Jersey
8603,NJ,Mercer,New Jersey
8604,NJ,Mercer,New Jersey
8605,NJ,Mercer,New Jersey
8606,NJ,Mercer,New Jersey
8607,NJ,Mercer,New Jersey
8608,NJ,Mercer,New Jersey
8609,NJ,Mercer,New Jersey
8610,NJ,Mercer,New Jersey
8611,NJ,Mercer,New Jersey
8618,NJ,Mercer,New Jersey
8619,NJ,Mercer,New Jersey
8620,NJ,Mercer,New Jersey
8625,NJ,Mercer,New Jersey
8628,NJ,Mercer,New Jersey
8629,NJ,Mercer,New Jersey
8638,NJ,Mercer,New Jersey
8640,NJ,Burlington,New Jersey
8641,NJ,Burlington,New Jersey
8645,NJ,Mercer,New Jersey
8646,NJ,Mercer,New Jersey
8647,NJ,Mercer,New Jersey
8648,NJ,Mercer,New Jersey
8650,NJ,Mercer,New Jersey
8666,NJ,Mercer,New Jersey
8690,NJ,Mercer,New Jersey
8691,NJ,Mercer,New Jersey
8695,NJ,Mercer,New Jersey
8701,NJ,Ocean,New Jersey
8720,NJ,Monmouth,New Jersey
8721,NJ,Ocean,New Jersey
8722,NJ,Ocean,New Jersey
8723,NJ,Ocean,New Jersey
8724,NJ,Ocean,New Jersey
8730,NJ,Monmouth,New Jersey
8731,NJ,Ocean,New Jersey
8732,NJ,Ocean,New Jersey
8733,NJ,Ocean,New Jersey
8734,NJ,Ocean,New Jersey
8735,NJ,Ocean,New Jersey
8736,NJ,Monmouth,New Jersey
8738,NJ,Ocean,New Jersey
8739,NJ,Ocean,New Jersey
8740,NJ,Ocean,New Jersey
8741,NJ,Ocean,New Jersey
8742,NJ,Ocean,New Jersey
8750,NJ,Monmouth,New Jersey
8751,NJ,Ocean,New Jersey
8752,NJ,Ocean,New Jersey
8753,NJ,Ocean,New Jersey
8754,NJ,Ocean,New Jersey
8755,NJ,Ocean,New Jersey
8756,NJ,Ocean,New Jersey
8757,NJ,Ocean,New Jersey
8758,NJ,Ocean,New Jersey
8759,NJ,Ocean,New Jersey
8801,NJ,Hunterdon,New Jersey
8802,NJ,Hunterdon,New Jersey
8803,NJ,Hunterdon,New Jersey
8804,NJ,Hunterdon,New Jersey
8805,NJ,Somerset,New Jersey
8807,NJ,Somerset,New Jersey
8808,NJ,Warren,New Jersey
8809,NJ,Hunterdon,New Jersey
8810,NJ,Middlesex,New Jersey
8812,NJ,Somerset,New Jersey
8816,NJ,Middlesex,New Jersey
8817,NJ,Middlesex,New Jersey
8818,NJ,Middlesex,New Jersey
8820,NJ,Middlesex,New Jersey
8821,NJ,Somerset,New Jersey
8822,NJ,Hunterdon,New Jersey
8823,NJ,Somerset,New Jersey
8824,NJ,Middlesex,New Jersey
8825,NJ,Hunterdon,New Jersey
8826,NJ,Hunterdon,New Jersey
8827,NJ,Hunterdon,New Jersey
8828,NJ,Middlesex,New Jersey
8829,NJ,Hunterdon,New Jersey
8830,NJ,Middlesex,New Jersey
8831,NJ,Middlesex,New Jersey
8832,NJ,Middlesex,New Jersey
8833,NJ,Hunterdon,New Jersey
8834,NJ,Hunterdon,New Jersey
8835,NJ,Somerset,New Jersey
8836,NJ,Somerset,New Jersey
8837,NJ,Middlesex,New Jersey
8840,NJ,Middlesex,New Jersey
8844,NJ,Somerset,New Jersey
8846,NJ,Middlesex,New Jersey
8848,NJ,Hunterdon,New Jersey
8850,NJ,Middlesex,New Jersey
8852,NJ,Middlesex,New Jersey
8853,NJ,Somerset,New Jersey
8854,NJ,Middlesex,New Jersey
8855,NJ,Middlesex,New Jersey
8857,NJ,Middlesex,New Jersey
8858,NJ,Hunterdon,New Jersey
8859,NJ,Middlesex,New Jersey
8861,NJ,Middlesex,New Jersey
8862,NJ,Middlesex,New Jersey
8863,NJ,Middlesex,New Jersey
8865,NJ,Warren,New Jersey
8867,NJ,Hunterdon,New Jersey
8868,NJ,Hunterdon,New Jersey
8869,NJ,Somerset,New Jersey
8870,NJ,Hunterdon,New Jersey
8871,NJ,Middlesex,New Jersey
8872,NJ,Middlesex,New Jersey
8873,NJ,Somerset,New Jersey
8875,NJ,Somerset,New Jersey
8876,NJ,Somerset,New Jersey
8879,NJ,Middlesex,New Jersey
8880,NJ,Somerset,New Jersey
8882,NJ,Middlesex,New Jersey
8884,NJ,Middlesex,New Jersey
8885,NJ,Hunterdon,New Jersey
8886,NJ,Warren,New Jersey
8887,NJ,Hunterdon,New Jersey
8888,NJ,Hunterdon,New Jersey
8889,NJ,Hunterdon,New Jersey
8890,NJ,Somerset,New Jersey
8899,NJ,Middlesex,New Jersey
8901,NJ,Middlesex,New Jersey
8902,NJ,Middlesex,New Jersey
8903,NJ,Middlesex,New Jersey
8904,NJ,Middlesex,New Jersey
8905,NJ,Middlesex,New Jersey
8906,NJ,Middlesex,New Jersey
8922,NJ,Middlesex,New Jersey
8933,NJ,Middlesex,New Jersey
8988,NJ,Middlesex,New Jersey
8989,NJ,Middlesex,New Jersey
10001,NY,New York,New York
10002,NY,New York,New York
10003,NY,New York,New York
10004,NY,New York,New York
10005,NY,New York,New York
10006,NY,New York,New York
10007,NY,New York,New York
10008,NY,New York,New York
10009,NY,New York,New York
10010,NY,New York,New York
10011,NY,New York,New York
10012,NY,New York,New York
10013,NY,New York,New York
10014,NY,New York,New York
10015,NY,New York,New York
10016,NY,New York,New York
10017,NY,New York,New York
10018,NY,New York,New York
10019,NY,New York,New York
10020,NY,New York,New York
10021,NY,New York,New York
10022,NY,New York,New York
10023,NY,New York,New York
10024,NY,New York,New York
10025,NY,New York,New York
10026,NY,New York,New York
10027,NY,New York,New York
10028,NY,New York,New York
10029,NY,New York,New York
10030,NY,New York,New York
10031,NY,New York,New York
10032,NY,New York,New York
10033,NY,New York,New York
10034,NY,New York,New York
10035,NY,New York,New York
10036,NY,New York,New York
10037,NY,New York,New York
10038,NY,New York,New York
10039,NY,New York,New York
10040,NY,New York,New York
10041,NY,New York,New York
10043,NY,New York,New York
10044,NY,New York,New York
10045,NY,New York,New York
10046,NY,New York,New York
10047,NY,New York,New York
10048,NY,New York,New York
10055,NY,New York,New York
10060,NY,New York,New York
10065,NY,New York,New York
10069,NY,New York,New York
10072,NY,New York,New York
10075,NY,New York,New York
10079,NY,New York,New York
10080,NY,New York,New York
10081,NY,New York,New York
10082,NY,New York,New York
10087,NY,New York,New York
10090,NY,New York,New York
10094,NY,New York,New York
10095,NY,New York,New York
10096,NY,New York,New York
10098,NY,New York,New York
10099,NY,New York,New York
10101,NY,New York,New York
10102,NY,New York,New York
10103,NY,New York,New York
10104,NY,New York,New York
10105,NY,New York,New York
10106,NY,New York,New York
10107,NY,New York,New York
10108,NY,New York,New York
10109,NY,New York,New York
10110,NY,New York,New York
10111,NY,New York,New York
10112,NY,New York,New York
10113,NY,New York,New York
10114,NY,New York,New York
10115,NY,New York,New York
10116,NY,New York,New York
10117,NY,New York,New York
10118,NY,New York,New York
10119,NY,New York,New York
10120,NY,New York,New York
10121,NY,New York,New York
10122,NY,New York,New York
10123,NY,New York,New York
10124,NY,New York,New York
10125,NY,New York,New York
10126,NY,New York,New York
10128,NY,New York,New York
10129,NY,New York,New York
10130,NY,New York,New York
10131,NY,New York,New York
10132,NY,New York,New York
10133,NY,New York,New York
10138,NY,New York,New York
10149,NY,New York,New York
10150,NY,New York,New York
10151,NY,New York,New York
10152,NY,New York,New York
10153,NY,New York,New York
10154,NY,New York,New York
10155,NY,New York,New York
10156,NY,New York,New York
10157,NY,New York,New York
10158,NY,New York,New York
10159,NY,New York,New York
10160,NY,New York,New York
10161,NY,New York,New York
10162,NY,New York,New York
10163,NY,New York,New York
10164,NY,New York,New York
10165,NY,New York,New York
10166,NY,New York,New York
10167,NY,New York,New York
10168,NY,New York,New York
10169,NY,New York,New York
10170,NY,New York,New York
